stock_code,stock_name,corp_code,corp_name,modify_date
016710,대성홀딩스,00108940,대성홀딩스,20230621
016740,두올,00119672,두올,20260803
016790,현대사료,00164618,현대사료,20260701
016800,퍼시스,00161709,퍼시스,20260330
016880,웅진,00143651,웅진,20260618
016920,카스,00152260,카스,20221205
017000,신원종합개발,00136925,신원종합개발,20260303
017040,광명전기,00103662,광명전기,20260630
017180,명문제약,00121039,명문제약,20240703
017250,인터엠,00145914,인터엠,20251114
017370,우신시스템,00142883,우신시스템,20221202
017390,서울가스,00130684,서울도시가스,20250325
017480,삼현철강,00128926,삼현철강,20230120
017510,세명전기,00133751,세명전기,20240103
017550,수산세보틱스,00135111,수산세보틱스,20260401
017650,대림제지,00109781,대림제지,20230228
017670,SK텔레콤,00159023,SK텔레콤,20260327
017800,현대엘리베이터,00164724,현대엘리베이터,20230110
017810,풀무원,00155355,풀무원,20241209
017860,DS단석,00108612,DS단석,20231222
017890,한국알콜,00158565,한국알콜,20250327
017900,광전자,00152729,광전자,20230330
017940,E1,00165583,E1,20260330
017960,한국카본,00159795,한국카본,20260330
018000,유니슨,00144243,유니슨,20260330
018120,진로발효,00170877,진로발효,20220228
018250,애경산업,00139454,애경산업,20260327
018260,삼성에스디에스,00126186,삼성에스디에스,20250320
018290,브이티,00150165,브이티,20230721
018310,삼목에스폼,00125646,삼목에스폼,20221209
018470,조일알미늄,00149239,조일알미늄,20240227
018500,동원모빌리티,00118008,동원모빌리티,20260722
018620,우진비앤지,00103547,우진비앤지,20260611
018670,SK가스,00144164,SK가스,20230104
018680,서울제약,00131018,서울제약,20260305
018700,졸스,00122205,졸스,20260521
018880,한온시스템,00161125,한온시스템,20250106
019010,베뉴지,00267906,베뉴지,20250331
019170,신풍제약,00137359,신풍제약,20251014
019175,신풍제약우,,,
019180,티에이치엔,00118965,티에이치엔,20220228
019210,와이지-원,00139719,와이지-원,20260306
019490,엑시큐어하이트론,00156150,엑시큐어하이트론,20260522
019540,일지테크,00146560,일지테크,20260318
019550,SBI인베스트먼트,00156910,SBI인베스트먼트,20250328
019570,GMI벤처,00110750,GMI벤처,20260731
019660,글로본,00159731,글로본,20250324
019680,대교,00108913,대교,20250326
019685,대교우B,,,
019770,서연탑메탈,00153278,서연탑메탈,20241216
019990,에너토크,00169215,에너토크,20240401
020000,한섬,00188089,한섬,20230103
020120,키다리스튜디오,00140131,키다리스튜디오,20260306
020150,롯데에너지머티리얼즈,00113997,롯데에너지머티리얼즈,20230331
020180,대신정보통신,00110875,대신정보통신,20240522
0203K0,송우인포텍,01831708,송우인포텍,20260721
020400,대동금속,00191287,대동금속,20230907
020560,아시아나항공,00138792,아시아나항공,20250117
020710,시공테크,00170026,시공테크,20260330
020760,일진디스플,00198697,일진디스플,20260401
021040,대호특수강,00166175,대호특수강,20240718
021045,대호특수강우,,,
021050,서원,00131197,서원,20260401
021080,에이티넘인베스트,00161462,에이티넘인베스트,20260319
021240,코웨이,00170558,코웨이,20230103
021320,KCC건설,00105466,KCC건설,20240401
021650,한국큐빅,00160010,한국큐빅,20251110
021820,세원정공,00134316,세원정공,20220629
021880,메이슨캐피탈,00136101,메이슨캐피탈,20260629
0218L0,네오뷰,02038566,네오뷰,20260728
022100,포스코DX,00155212,포스코DX,20250325
022220,티케이지애강,00140061,티케이지애강,20260205
023000,삼원강재,00191588,삼원강재,20260325
023150,MH에탄올,00121534,MH에탄올,20250321
023160,태광,00153375,태광,20250328
023350,한국종합기술,00159500,한국종합기술,20250813
023410,유진기업,00184667,유진기업,20250327
023440,제이스코홀딩스,00148531,제이스코홀딩스,20260312
023450,동남합성,00115065,동남합성,20221229
023530,롯데쇼핑,00120526,롯데쇼핑,20260323
023590,다우기술,00176914,다우기술,20231106
023600,삼보판지,00125938,삼보판지,20211207
023760,한국캐피탈,00149594,한국캐피탈,20260521
023770,플레이위드,00138367,플레이위드,20251015
023790,동일스틸럭스,00172945,동일스틸럭스,20260310
023800,인지컨트롤스,00103510,인지컨트롤스,20260401
023810,인팩,00180795,인팩,20230427
023900,풍국주정,00155452,풍국주정,20260327
023910,대한약품,00113128,대한약품,20240701
023960,에쓰씨엔지니어링,00121969,에쓰씨엔지니어링,20260316
024060,흥구석유,00167004,흥구석유,20221209
024070,WISCOM,00142865,WISCOM,20230327
024090,디씨엠,00177199,디씨엠,20260320
024110,기업은행,00149646,기업은행,20260303
024120,KB오토시스,00157539,KB오토시스,20221205
024720,콜마홀딩스,00203290,콜마홀딩스,20260316
024740,한일단조,00162832,한일단조,20221125
024800,유성티엔에스,00173999,유성티엔에스,20240207
024830,세원물산,00173591,세원물산,20260401
024840,KBI메탈,00158024,KBI메탈,20260504
024850,HLB이노베이션,00155586,HLB이노베이션,20260702
024880,케이피에프,00157636,케이피에프,20260326
024890,대원화성,00112022,대원화성,20260213
024900,디와이덕양,00114154,디와이덕양,20250924
024910,경창산업,00102353,경창산업,20260319
024940,PN풍년,00133557,PN풍년,20221212
024950,삼천리자전거,00128607,삼천리자전거,20260306
025000,KPX케미칼,00191472,KPX케미칼,20240325
025320,시노펙스,00203023,시노펙스,20230221
025440,DH오토웨어,00110583,DH오토웨어,20260303
025530,SJM홀딩스,00181943,에스제이엠홀딩스,20240221
025540,한국단자,00157070,한국단자공업,20230217
025550,한국선재,00158015,한국선재,20260324
025560,미래산업,00197759,미래산업,20260310
025620,차AI헬스케어,00136776,차AI헬스케어,20260615
025750,한솔홈데코,00203582,한솔홈데코,20260331
025770,한국정보통신,00159342,한국정보통신,20260304
025820,이구산업,00145464,이구산업,20230221
025860,남해화학,00107987,남해화학,20250131
025870,신라에스지,00136004,신라에스지,20260213
025880,케이씨피드,00101752,케이씨피드,20260319
025890,한국주강,00159564,한국주강,20221122
025900,동화기업,00173032,동화기업,20230331
025950,동신건설,00116408,동신건설,20260312
025980,아난티,00161781,아난티,20230222
026040,제이에스티나,00120289,제이에스티나,20260330
026150,특수건설,00186939,특수건설,20260622
026890,스틱인베스트먼트,00117498,스틱인베스트먼트,20260319
026910,광진실업,00104120,광진실업,20260306
026940,부국철강,00123781,부국철강,20221201
026960,동서,00144395,동서,20260323
027040,서울전자통신,00130587,서울전자통신,20260720
027050,코리아나,00152589,코리아나,20250521
027360,아주IB투자,00156895,아주IB투자,20230223
027410,BGF,00219097,BGF,20250715
027580,상보,00129615,상보,20260423
027710,팜스토리,00192499,팜스토리,20240701
027740,마니커,00204208,마니커,20250325
027830,대성창투,00109037,대성창투,20240401
027970,한국제지,00133706,한국제지,20260327
028050,삼성E&A,00126308,삼성E&A,20260319
028080,휴맥스홀딩스,00219440,휴맥스홀딩스,20260306
028100,동아지질,00178754,동아지질,20260310
028260,삼성물산,00149655,삼성물산,20260323
02826K,삼성물산우B,,,
028300,HLB,00199252,HLB,20260806
028670,팬오션,00122737,팬오션,20260108
029460,케이씨,00209780,케이씨,20241111
029480,광무,00186452,광무,20250904
029530,신도리코,00135795,신도리코,20250106
029780,삼성카드,00126292,삼성카드,20250321
030000,제일기획,00148276,제일기획,20250605
030190,NICE평가정보,00158325,NICE평가정보,20260306
030200,KT,00190321,케이티,20260401
030210,다올투자증권,00156859,다올투자증권,20260301
030350,드래곤플라이,00230036,드래곤플라이,20240603
030520,한컴,00204262,한컴,20260724
030530,원익홀딩스,00216647,원익홀딩스,20240502
030610,교보증권,00113359,교보증권,20230102
030720,동원수산,00118044,동원수산,20260310
030960,양지사,00139685,양지사,20220613
031210,서울보증보험,00112998,서울보증보험,20250314
031310,아이즈비전,00200910,아이즈비전,20250327
031330,에스에이엠티,00128661,에스에이엠티,20230215
031430,신세계인터내셔날,00234412,신세계인터내셔날,20260112
031510,오스템,00175173,오스템,20240325
031820,아이티센씨티에스,00186559,아이티센씨티에스,20251230
031860,디에이치엑스컴퍼니,00180865,디에이치엑스컴퍼니,20260821
031980,피에스케이홀딩스,00208444,피에스케이홀딩스,20230223
032080,아즈텍WB,00201131,아즈텍WB,20221202
032190,다우데이타,00238782,다우데이타,20260305
032280,삼일,00127909,삼일,20230215
032300,한국파마,00187770,한국파마,20251212
032350,롯데관광개발,00231372,롯데관광개발,20221207
032500,케이엠더블유,00226352,케이엠더블유,20260311
032540,TJ미디어,00201733,TJ미디어,20221115
032560,황금에스티,00218575,황금에스티,20220518
032580,피델릭스,00189538,피델릭스,20260324
032620,GC메디아이,00220057,GC메디아이,20260415
032640,LG유플러스,00231363,LG유플러스,20250326
032680,소프트센,00204226,소프트센,20260303
032685,소프트센우,,,
032750,삼진,00173351,삼진,20231213
032790,엠젠솔루션,00110884,엠젠솔루션,20260616
032800,판타지오,00231691,판타지오,20260311
032820,우리기술,00231044,우리기술,20260310
032830,삼성생명,00126256,삼성생명,20240322
032850,비트컴퓨터,00231707,비트컴퓨터,20240108
032860,더라미,00205687,더라미,20260331
032940,원익,00210980,원익,20260406
032960,동일기연,00199076,동일기연,20260618
033050,제이엠아이,00222435,제이엠아이,20240502
033100,제룡전기,00185356,제룡전기,20221212
033130,디지틀조선,00231442,디지틀조선,20221026
033160,엠케이전자,00121686,엠케이전자,20231116
033170,시그네틱스,00158219,시그네틱스,20250331
033200,모아텍,00241209,모아텍,20240701
033230,인성정보,00229021,인성정보,20260102
033240,자화전자,00146861,자화전자,20250225
033250,체시스,00125576,체시스,20231004
033270,유나이티드제약,00158963,유나이티드,20240701
033290,로젠,00155948,로젠,20251216
033310,엠투엔,00143226,엠투엔,20260313
033320,제이씨현시스템,00223513,제이씨현시스템,20250321
033340,좋은사람들,00205003,좋은사람들,20260821
033500,동성화인텍,00231105,동성화인텍,20230713
033530,SJG세종,00134510,SJG세종,20260325
033540,파라텍,00105138,파라텍,20230612
033560,블루콤,00238001,블루콤,20260522
033640,네패스,00227333,네패스,20260327
033780,KT&G,00244455,케이티앤지,20250917
033790,피노,00276083,피노,20260806
033830,티비씨,00204642,티비씨,20250724
033920,무학,00121543,무학,20260424
034020,두산에너빌리티,00159616,두산에너빌리티,20260320
034120,SBS,00130772,SBS,20251022
034220,LG디스플레이,00105873,LG디스플레이,20250620
034230,파라다이스,00171265,파라다이스,20260331
034310,NICE,00158316,NICE,20240102
034590,인천도시가스,00145862,인천도시가스,20260702
034730,SK,00181712,SK,20240328
03473K,SK우,,,
034810,해성산업,00219361,해성산업,20260310
03481K,해성산업1우,,,
034830,한국토지신탁,00233653,한국토지신탁,20260327
034940,조아제약,00231831,조아제약,20240701
034950,한국기업평가,00156956,한국기업평가,20240909
035000,HS애드,00140168,HS애드,20241008
035080,그래디언트,00244561,그래디언트,20250507
035150,백산,00122551,백산,20250103
035200,프럼파스트,00356389,프럼파스트,20230502
035250,강원랜드,00255619,강원랜드,20260305
035290,골드앤에스,00249502,골드앤에스,20260401
035420,NAVER,00266961,NAVER,20240311
035460,기산텔레콤,00258421,기산텔레콤,20230220
035510,신세계 I&C,00219486,신세계I&C,20250414
035600,KG이니시스,00264547,KG이니시스,20230324
035610,솔본,00249982,솔본,20230223
035620,바른손이앤에이,00259590,바른손이앤에이,20250331
035720,카카오,00258801,카카오,20240329
035760,CJ ENM,00265324,CJ ENM,20250207
035810,이지홀딩스,00242378,이지홀딩스,20240701
035890,서희건설,00219848,서희건설,20260323
035900,JYP Ent.,00258689,JYP Ent.,20221206
036000,예림당,00259934,예림당,20260608
036010,아비코전자,00138598,아비코전자,20260406
036030,케이티알파,00260958,케이티알파,20260330
036090,위지트,00258360,위지트,20260401
036120,서울평가정보,00260745,서울평가정보,20250428
036170,에이치엠넥스,00232821,에이치엠넥스,20260223
036190,금화피에스시,00176516,금화피에스시,20230217
036200,유니셈,00260569,유니셈,20240227
036220,오상헬스케어,00260657,오상헬스케어,20250502
036420,콘텐트리중앙,00203315,콘텐트리중앙,20250331
036460,한국가스공사,00261285,한국가스공사,20260730
036480,대성미생물,00177320,대성미생물,20260325
036530,SNT홀딩스,00225159,SNT홀딩스,20260330
036540,SFA반도체,00301246,SFA반도체,20251230
036560,KZ정밀,00141389,KZ정밀,20250414
036570,NC,00261443,NC,20260504
036580,팜스코,00260408,팜스코,20241021
036620,감성코퍼레이션,00261009,감성코퍼레이션,20221118
036630,세종텔레콤,00268002,세종텔레콤,20260105
036640,HRS,00230911,HRS,20260327
036670,삼양케이씨아이,00265041,삼양케이씨아이,20260814
036690,코맥스,00268118,코맥스,20260205
036710,심텍홀딩스,00152127,심텍홀딩스,20260317
036800,나이스정보통신,00264945,나이스정보통신,20240327
036810,에프에스티,00223434,에프에스티,20221213
036830,솔브레인홀딩스,00247975,솔브레인홀딩스,20250317
036890,진성티이씨,00174208,진성티이씨,20230203
036930,주성엔지니어링,00252135,주성엔지니어링,20260820
037030,파워넷,00231354,파워넷,20230209
037070,파세코,00238153,파세코,20221129
037230,한국팩키지,00198192,한국팩키지,20260327
037270,YG PLUS,00249247,YG PLUS,20260810
037330,인지디스플레,00265421,인지디스플레,20250807
037350,성도이엔지,00216498,성도이엔지,20230216
037370,EG,00261054,EG,20251016
037400,우리엔터프라이즈,00155692,우리엔터프라이즈,20251002
037440,희림,00236863,희림,20260821
037460,삼지전자,00128315,삼지전자,20260317
037560,LG헬로비전,00222532,LG헬로비전,20260325
037710,광주신세계,00220561,광주신세계,20230221
037760,쎄니트,00239596,쎄니트,20230217
037950,엘컴텍,00242712,엘컴텍,20260303
038010,제일테크노스,00148595,제일테크노스,20221205
038060,루멘스,00406329,루멘스,20260331
038070,서린바이오,00373447,서린바이오,20260318
038110,에코플라스틱,00139153,에코플라스틱,20260327
038290,마크로젠,00261373,마크로젠,20260818
038390,레드캡투어,00261355,레드캡투어,20230214
038460,바이오스마트,00240857,바이오스마트,20221206
038500,삼표시멘트,00239639,삼표시멘트,20240617
038530,케이바이오랩스,00255105,케이바이오랩스,20260420
038540,상상인,00306162,상상인,20230220
038620,위즈코프,00264228,위즈코프,20221208
038680,에스넷,00264635,에스넷,20260810
038870,에코심플렉스,00287812,에코심플렉스,20260417
038880,아이에이,00252269,아이에이,20260409
038950,파인디지털,00264732,파인디지털,20221208
039010,현대에이치티,00255044,현대에이치티,20251111
039020,이건홀딩스,00184889,이건홀딩스,20241017
039030,이오테크닉스,00246417,이오테크닉스,20230220
039130,하나투어,00269940,하나투어,20260819
039200,오스코텍,00263654,오스코텍,20250415
039240,경남스틸,00206039,경남스틸,20260309
039290,인포뱅크,00243757,인포뱅크,20230216
039310,세중,00264671,세중,20260401
039340,한국경제TV,00263371,한국경제TV,20260720
039420,케이엘넷,00246620,케이엘넷,20240401
039440,에스티아이,00298340,에스티아이,20230216
039490,키움증권,00296290,키움증권,20260317
039560,다산네트웍스,00268251,다산네트웍스,20250707
039570,HDC랩스,00350312,HDC랩스,20260327
039610,화성밸브,00217743,화성밸브,20260316
039740,한국정보공학,00261957,한국정보공학,20240401
039830,오로라,00141556,오로라,20230328
039840,디오,00115931,디오,20240528
039860,나노엔텍,00230425,나노엔텍,20260403
039980,폴라리스AI,00369213,폴라리스AI,20251226
040160,누리플렉스,00269889,누리플렉스,20240401
040300,YTN,00200275,YTN,20250729
040350,크레오에스지,00346407,크레오에스지,20240502
040420,정상제이엘에스,00287788,정상제이엘에스,20221202
040610,SG&G,00264714,SG&G,20250502
040910,아이씨디,00298377,아이씨디,20260508
041020,폴라리스오피스,00269852,폴라리스오피스,20231115
041190,우리기술투자,00231664,우리기술투자,20221228
041440,현대에버다임,00228536,현대에버다임,20260209
041460,한국전자인증,00361169,한국전자인증,20260401
041510,에스엠,00260930,에스엠,20240328
041520,이엘씨,00137289,이엘씨,20250522
041590,플래스크,00297448,플래스크,20260520
041650,상신브레이크,00129642,상신브레이크,20241008
041830,인바디,00269922,인바디,20241203
041910,폴라리스AI파마,00463342,폴라리스AI파마,20260324
041920,메디아나,00273439,메디아나,20260409
041930,SY동아,00199988,SY동아,20260428
041960,코미팜,00187415,코미팜,20260325
042000,카페24,00260879,카페24,20220228
042040,케이피엠테크,00206686,케이피엠테크,20240502
042110,에스씨디,00171867,에스씨디,20221202
042370,비츠로테크,00103644,비츠로테크,20250414
042420,네오위즈홀딩스,00266952,네오위즈홀딩스,20230221
042500,링네트,00352499,링네트,20260701
042510,라온시큐어,00255433,라온시큐어,20240103
042520,한스바이오메드,00349060,한스바이오메드,20240701
042600,새로닉스,00147994,새로닉스,20231017
042660,한화오션,00111704,한화오션,20260306
042700,한미반도체,00161383,한미반도체,20240328
042940,상지건설,00232007,상지건설,20260305
043100,알파AI,00220109,알파AI,20251128
043150,바텍,00264255,바텍,20241203
043200,파루,00266934,파루,20221125
043220,티에스넥스젠,00317487,티에스넥스젠,20260105
043260,성호전자,00317210,성호전자,20241127
043340,에쎈테크,00203209,에쎈테크,20260327
043360,디지아이,00295547,디지아이,20221205
043370,피에이치에이,00155151,피에이치에이,20230216
043590,웰킵스하이텍,00260611,웰킵스하이텍,20260401
043610,KT지니뮤직,00223762,KT지니뮤직,20250418
043650,국순당,00256715,국순당,20221208
043710,코스리거글로벌,00305570,코스리거글로벌,20260504
043910,자연과환경,00418379,자연과환경,20230502
044180,KD,00111218,KD,20260430
044340,위닉스,00293886,위닉스,20250523
044380,주연테크,00269241,주연테크,20260728
044450,KSS해운,00160232,KSS해운,20231116
044480,빌리언스,00173449,빌리언스,20260504
044490,태웅,00186799,태웅,20250314
044780,에이치케이,00235183,에이치케이,20221205
044820,코스맥스비티아이,00219574,코스맥스비티아이,20250328
044960,이글벳,00145473,이글벳,20221130
044990,에이치엔에스하이텍,00311216,에이치엔에스하이텍,20260303
045060,오공,00220969,오공,20250326
045100,한양이엔지,00216762,한양이엔지,20240326
045300,성우테크론,00350482,성우테크론,20221208
045340,토탈소프트,00355089,토탈소프트,20250214
045390,대아티아이,00318316,대아티아이,20260327
045510,정원엔시스,00147772,정원엔시스,20260304
045520,크린앤사이언스,00185222,크린앤사이언스,20221202
045660,에이텍,00256502,에이텍,20260504
045970,코아시아,00271501,코아시아,20260504
046070,코다코,00295857,코다코,20251203
046120,오르비텍,00297989,오르비텍,20240329
046210,HLB파나진,00172079,HLB파나진,20260307
046310,백금T&A,00360036,백금T&A,20240603
046390,삼화네트웍스,00301112,삼화네트웍스,20241017
046440,KG파이낸셜,00405278,KG파이낸셜,20260415
046890,서울반도체,00130763,서울반도체,20250328
046940,우원개발,00363246,우원개발,20221206
046970,우리로,00296005,우리로,20221206
047040,대우건설,00124540,대우건설,20241213
047050,포스코인터내셔널,00124504,포스코인터내셔널,20241002
047080,한빛소프트,00348292,한빛소프트,20251107
047310,파워로직스,00269612,파워로직스,20221212
047400,유니온머티리얼,00369833,유니온머티리얼,20260327
047560,이스트소프트,00273420,이스트소프트,20260314
047770,코데즈컴바인,00329093,코데즈컴바인,20250327
047810,한국항공우주,00309503,한국항공우주,20260319
047820,초록뱀미디어,00299464,초록뱀미디어,20241202
047920,HLB제약,00336817,HLB제약,20250813
048410,현대바이오,00313649,현대바이오,20250326
048430,유라테크,00201742,유라테크,20221107
048470,대동스틸,00109268,대동스틸,20260602
048530,인트론바이오,00292434,인트론바이오,20260303
048550,SM C&C,00185046,SM C&C,20250326
048770,TPC로보틱스,00108649,TPC로보틱스,20260417
048830,엔피케이,00108490,엔피케이,20240328
048870,시너지이노베이션,00475985,시너지이노베이션,20250908
048910,대원미디어,00351807,대원미디어,20221207
049070,인탑스,00226866,인탑스,20260619
049080,기가레인,00377018,기가레인,20260305
049120,파인디앤씨,00350020,파인디앤씨,20221209
049180,셀루메드,00310156,셀루메드,20241022
049430,코메론,00152783,코메론,20221108
049470,비트플래닛,00351579,비트플래닛,20260710
049480,오픈베이스,00335076,오픈베이스,20230105
049520,유아이엘,00256380,유아이엘,20221208
049550,잉크테크,00261656,잉크테크,20260708
049630,재영솔루텍,00147082,재영솔루텍,20260319
049720,고려신용정보,00336297,고려신용정보,20260424
049800,우진플라임,00303217,우진플라임,20211227
049830,승일,00135467,승일,20221212
049950,미래컴퍼니,00447760,미래컴퍼니,20220225
049960,쎌바이오텍,00357430,쎌바이오텍,20260226
050090,비케이홀딩스,00369569,비케이홀딩스,20260402
050110,캠시스,00330044,캠시스,20240520
050120,ES큐브,00175623,ES큐브,20251020
050760,에스폴리텍,00340272,에스폴리텍,20221116
050860,아세아텍,00138747,아세아텍,20231128
050890,쏠리드,00364403,쏠리드,20231108
050960,수산아이앤티,00577016,수산아이앤티,20241129
051160,지어소프트,00389110,지어소프트,20260513
051360,토비스,00390365,토비스,20260702
051370,인터플렉스,00369170,인터플렉스,20221205
051380,피씨디렉트,00297934,피씨디렉트,20260330
051390,YW,00296263,YW,20250903
051490,나라엠앤디,00297095,나라엠앤디,20240701
051500,CJ프레시웨이,00127954,CJ프레시웨이,20240626
051600,한전KPS,00159218,한전KPS,20260303
051630,진양화학,00347734,진양화학,20260303
051780,큐로홀딩스,00296324,큐로홀딩스,20240219
051900,LG생활건강,00356370,LG생활건강,20251128
051905,LG생활건강우,,,
051910,LG화학,00356361,LG화학,20260401
051915,LG화학우,,,
051980,중앙첨단소재,00347716,중앙첨단소재,20250515
052020,에스티큐브,00273110,에스티큐브,20251202
052220,iMBC,00370006,iMBC,20240701
052260,현대바이오랜드,00347062,현대바이오랜드,20221205
052300,오션인더블유,00349811,오션인더블유,20260714
052330,코텍,00305297,코텍,20230223
052400,코나아이,00349732,코나아이,20260311
052420,오성첨단소재,00350048,오성첨단소재,20260629
052460,아이크래프트,00405719,아이크래프트,20230328
052600,한네트,00244783,한네트,20221214
052690,한전기술,00159209,한전기술,20250416
052710,아모텍,00298447,아모텍,20241206
052770,아이톡시,00346911,아이톡시,20260707
052790,액토즈소프트,00348034,액토즈소프트,20221207
052860,아이앤씨,00365758,아이앤씨,20221226
052900,KX하이텍,00276834,KX하이텍,20240327
052960,태양3C,00302236,태양3C,20230228
053030,바이넥스,00216027,바이넥스,20240701
053050,지에스이,00351995,지에스이,20240226
053060,세동,00133663,세동,20211202
053080,케이엔솔,00304076,케이엔솔,20260330
053160,프리엠스,00352064,프리엠스,20240517
053210,스카이라이프,00349097,케이티스카이라이프,20260528
053260,금강철강,00105475,금강철강,20260803
053270,구영테크,00202060,구영테크,20240924
053280,예스24,00362858,예스24,20230329
053290,NE능률,00363927,NE능률,20260330
053300,한국정보인증,00306454,한국정보인증,20260515
053350,이니텍,00353610,이니텍,20260331
053450,세코닉스,00351630,세코닉스,20211202
053580,웹케시,00323868,웹케시,20251211
053610,프로텍,00325112,프로텍,20221205
053620,태양,00186717,태양,20221207
053690,한미글로벌,00413523,한미글로벌,20230223
053700,삼보모터스,00351092,삼보모터스,20260710
053800,안랩,00298270,안랩,20260330
053950,경남제약,00307028,경남제약,20260803
053980,오상자이엘,00226547,오상자이엘,20250227
054040,한국컴퓨터,00303396,한국컴퓨터,20221130
054050,NH농우바이오,00176835,NH농우바이오,20260511
054090,삼진엘앤디,00239514,삼진엘앤디,20230412
054180,메디콕스,00356839,메디콕스,20251210
054210,이랜텍,00206659,이랜텍,20260228
054220,비츠로시스,00201432,비츠로시스,20260617
054300,팬스타엔터프라이즈,00339072,팬스타엔터프라이즈,20260429
054410,케이피티유,00357607,케이피티유,20260504
054450,텔레칩스,00423177,텔레칩스,20230222
054540,삼영엠텍,00250614,삼영엠텍,20260105
054620,APS,00296078,APS,20250418
054670,대한뉴팜,00207375,대한뉴팜,20250417
054780,키이스트,00353762,키이스트,20231208
054800,아이디스홀딩스,00359580,아이디스홀딩스,20230223
054920,한컴위드,00363592,한컴위드,20230331
054930,유신,00144650,유신,20241202
054940,엑사이엔씨,00360577,엑사이엔씨,20230103
054950,제이브이엠,00361381,제이브이엠,20260401
055490,테이팩스,00256955,테이팩스,20250319
055550,신한지주,00382199,신한지주,20250908
056080,유진로봇,00234227,유진로봇,20221207
056090,시지메드텍,00346610,시지메드텍,20250331
056190,SFA,00358271,SFA,20260625
056360,코위버,00360674,코위버,20221212
056700,신화인터텍,00228350,신화인터텍,20230331
056730,CNT85,00318662,CNT85,20260304
057030,YBM넷,00307222,YBM넷,20260303
057540,옴니시스템,00265005,옴니시스템,20221207
057680,티사이언티픽,00372688,티사이언티픽,20230630
058110,멕아이씨에스,00270113,멕아이씨에스,20260312
058400,KNN,00208134,KNN,20251121
058430,포스코스틸리온,00155258,포스코스틸리온,20250325
058450,한주에이알티,00146427,한주에이알티,20260806
058470,리노공업,00369657,리노공업,20230216
058610,에스피지,00220686,에스피지,20221202
058630,엠게임,00397058,엠게임,20260316
058650,세아홀딩스,00377610,세아홀딩스,20250325
058730,다스코,00353878,다스코,20230508
058820,CMG제약,00380429,CMG제약,20230717
058850,KTcs,00372882,KTcs,20260528
058860,KTis,00372873,KTis,20260528
058970,엠로,00396925,엠로,20260709
059090,미코,00366942,미코,20260402
059100,아이컴포넌트,00407285,아이컴포넌트,20221202
059120,아진엑스텍,00404288,아진엑스텍,20221212
059180,엔더블유시,00341314,엔더블유시,20251222
059210,메타바이오메드,00317681,메타바이오메드,20240701
059270,해성에어로보틱스,00453442,해성에어로보틱스,20260325
060150,인선이엔티,00375931,인선이엔티,20250701
060230,제이케이시냅스,00363510,제이케이시냅스,20260313
060250,NHN KCP,00357740,NHN KCP,20240502
060260,뉴보텍,00351375,뉴보텍,20260609
060280,큐렉소,00356802,큐렉소,20250730
060310,3S,00378363,3S,20250627
060370,LS마린솔루션,00225742,LS마린솔루션,20260325
060380,동양에스텍,00178851,동양에스텍,20260305
060480,국일신동,00203847,국일신동,20260408
060540,에스에이티,00379229,에스에이티,20260331
060560,HC홈센타,00288495,HC홈센타,20250724
060570,드림어스컴퍼니,00364467,드림어스컴퍼니,20260316
060590,씨티씨바이오,00362292,씨티씨바이오,20260601
060720,KH바텍,00378628,KH바텍,20230215
060850,영림원소프트랩,00532129,영림원소프트랩,20220225
060900,에이전트AI,00367695,에이전트AI,20260814
060980,HL홀딩스,00299002,HL홀딩스,20260327
061040,알에프텍,00309831,알에프텍,20260330
061090,세나테크놀로지,01010615,세나테크놀로지,20260807
061250,화일약품,00188973,화일약품,20260331
061970,LB세미콘,00412348,LB세미콘,20260331
062040,산일전기,00366438,산일전기,20250507
062970,한국첨단소재,00403766,한국첨단소재,20260319
063080,컴투스홀딩스,00535746,컴투스홀딩스,20251015
063160,종근당바이오,00390055,종근당바이오,20240329
063170,서울옥션,00410915,서울옥션,20260319
063440,SM Life Design,00367604,SM Life Design,20250325
063570,NICE인프라,00363769,NICE인프라,20260319
063760,이엘피,00374020,이엘피,20230222
064090,인크레더블버즈,00390408,인크레더블버즈,20260529
064240,홈캐스트,00385336,홈캐스트,20250204
064260,다날,00389970,다날,20240103
064290,인텍플러스,00479787,인텍플러스,20260325
064350,현대로템,00302926,현대로템,20260504
064400,LG씨엔에스,00139834,LG씨엔에스,20251222
064480,브리지텍,00359076,브리지텍,20221121
064520,테크엘,00370255,테크엘,20250226
064550,바이오니아,00326731,바이오니아,20240701
064760,티씨케이,00245472,티씨케이,20260319
064800,포니링크,00392691,포니링크,20251113
064820,케이프,00152437,케이프,20230502
064850,에프앤가이드,00331016,에프앤가이드,20260707
064960,SNT모티브,00398792,SNT모티브,20221115
065060,지엔코,00258102,지엔코,20260814
065130,탑엔지니어링,00366845,탑엔지니어링,20250321
065150,대산F&B,00390860,대산F&B,20250217
065170,비엘팜텍,00384717,비엘팜텍,20260331
065350,신성델타테크,00136226,신성델타테크,20241023
065370,위세아이텍,00374738,위세아이텍,20240619
065420,에스아이리소스,00120906,에스아이리소스,20260716
065440,이루온,00390514,이루온,20230223
065450,빅텍,00385363,빅텍,20250805
065500,오리엔트정공,00300405,오리엔트정공,20241211
065510,휴비츠,00398668,휴비츠,20230125
065530,와이어블,00250137,와이어블,20240401
065570,삼영이엔씨,00288343,삼영이엔씨,20250212
065650,하이퍼코퍼레이션,00391197,하이퍼코퍼레이션,20260615
065660,안트로젠,00631837,안트로젠,20220317
